date,ibkr_equity_usd,binance_equity_usd,total_equity_usd,daily_return_pct,cum_return_pct,peak_equity_usd,drawdown_pct,source
2026-04-19,11012.79,9841.58,20854.37,0.0,0.0,20854.37,0.0,live_brokers
